ID	Drinks	Size
87169	*	Fat
87170	Lots	*
87171	*	Thin
87172	Little	*
87173	None	Thin
87174	Lots	Thin
87175	None	Fat
87176	*	*
87177	Little	Fat
87178	None	*
87179	Lots	Fat
87180	Lots	Thin
87181	Little	Thin
87182	*	*
87183	None	*
87184	None	Thin
87185	*	Fat
87186	None	*
87187	Lots	Fat
87188	Little	Fat
87189	*	*
87190	None	Thin
87191	*	Fat
87192	Lots	*
87193	None	*
87194	Lots	Thin
87195	Little	Fat
87196	Little	Fat
87197	*	Fat
87198	None	*
87199	*	Thin
87200	*	Fat
87201	Lots	Fat
87202	Little	Fat
87203	Little	Thin
87204	*	Fat
87205	None	Fat
87206	Lots	Thin
87207	None	Thin
87208	None	Fat
87209	*	Thin
87210	None	Fat
87211	None	Fat
87212	Lots	Thin
87213	None	*
87214	Lots	Fat
87215	None	Thin
87216	*	Thin
87217	Lots	Thin
87218	None	Thin
87219	Little	Fat
87220	Little	*
87221	None	*
87222	Lots	*
87223	*	Thin
87224	None	Fat
87225	None	Fat
87226	Little	Fat
87227	Little	Fat
87228	Lots	Thin
87229	None	Fat
87230	None	Thin
87231	Lots	Thin
87232	Lots	Thin
87233	Little	Fat
87234	*	*
87235	Little	Fat
87236	*	Thin
87237	None	Thin
87238	None	Thin
87239	*	*
87240	None	Thin
87241	*	Fat
87242	Little	Fat
87243	Little	Thin
87244	Little	Thin
87245	None	Thin
87246	Little	*
87247	None	Fat
87248	None	Fat
87249	None	Fat
87250	*	Fat
87251	None	*
87252	Little	Fat
87253	Lots	*
87254	Lots	Thin
87255	None	Fat
87256	None	Fat
87257	Little	*
87258	Lots	Thin
87259	Little	Thin
87260	Lots	*
87261	Lots	*
87262	None	Thin
87263	Lots	Thin
87264	None	*
87265	Lots	Fat
87266	None	Thin
87267	None	*
87268	Lots	Thin
87269	Little	Thin
87270	*	Thin
87271	None	Thin
87272	Lots	Thin
87273	None	*
87274	Lots	*
87275	Little	Fat
87276	None	Fat
87277	Lots	Fat
87278	*	Thin
87279	Lots	*
87280	None	*
87281	None	Fat
87282	Little	Fat
87283	Lots	Thin
87284	Lots	Thin
87285	Little	Thin
87286	Lots	Thin
87287	*	*
87288	Lots	Fat
87289	*	Fat
87290	None	Thin
87291	Lots	Fat
87292	None	Thin
87293	*	Thin
87294	None	Fat
87295	Lots	Thin
87296	None	Thin
87297	Little	Fat
87298	None	Thin
87299	Little	Fat
87300	Lots	Thin
87301	None	Thin
87302	Little	Thin
87303	Little	Thin
87304	None	Thin
87305	None	Fat
87306	None	Thin
87307	None	Thin
87308	Little	*
87309	*	Thin
87310	None	Fat
87311	Little	Thin
87312	Lots	*
87313	Lots	Thin
87314	Little	Fat
87315	*	Thin
87316	None	Thin
87317	Lots	Thin
87318	Lots	Thin
87319	Little	Fat
87320	None	Thin
87321	None	Thin
87322	*	Thin
87323	*	Thin
87324	None	Fat
87325	Little	Fat
87326	Little	Thin
87327	Little	Thin
87328	Little	Fat
87329	None	Thin
87330	None	Fat
87331	None	Fat
87332	Little	Fat
87333	None	Thin
87334	Lots	Thin
87335	None	Fat
87336	Lots	Fat
87337	Little	Fat
87338	Lots	Thin
87339	Little	Thin
87340	*	*
87341	Little	Thin
87342	Lots	*
87343	Lots	Thin
87344	Little	*
87345	Lots	Thin
87346	None	Thin
87347	*	*
87348	*	Fat
87349	None	Thin
87350	Little	*
87351	Little	Fat
87352	*	Fat
87353	*	Thin
87354	None	Thin
87355	Little	*
87356	Little	Thin
87357	None	*
87358	Little	Fat
87359	*	Fat
87360	Lots	Thin
87361	*	Fat
87362	None	Fat
87363	Little	Fat
87364	Lots	Thin
87365	Little	Fat
87366	Lots	Thin
87367	*	Thin
87368	Little	*
87369	None	Thin
87370	Lots	Thin
87371	*	*
87372	None	Fat
87373	Lots	Thin
87374	*	Thin
87375	Little	*
87376	Little	Thin
87377	Lots	Fat
87378	Little	*
87379	*	Fat
87380	Little	Fat
87381	Lots	*
87382	None	Thin
87383	Little	Thin
87384	None	Fat
87385	None	*
87386	None	Fat
87387	Little	Fat
87388	*	Fat
87389	Lots	Fat
87390	*	Thin
87391	None	*
87392	Lots	Thin
87393	None	Thin
87394	*	Fat
87395	None	*
87396	None	*
87397	*	Fat
87398	None	Fat
87399	Lots	Thin
87400	*	Thin
87401	Lots	Thin
87402	Lots	Thin
87403	None	Fat
87404	Little	Fat
87405	*	*
87406	Lots	Thin
87407	None	Thin
87408	*	Thin
87409	Lots	Fat
87410	*	Fat
87411	None	*
87412	None	*
87413	Lots	Thin
87414	Lots	Thin
87415	None	Fat
87416	None	Fat
87417	None	Thin
87418	Lots	*
87419	Little	Fat
87420	Little	Fat
87421	None	*
87422	Little	Fat
87423	Lots	*
87424	Lots	*
87425	Little	*
87426	Little	*
87427	None	Fat
87428	Lots	Thin
87429	None	Thin
87430	*	Fat
87431	Little	Fat
87432	Little	Fat
87433	Lots	*
87434	None	Thin
87435	*	Thin
87436	Lots	Thin
87437	None	Fat
87438	*	Fat
87439	*	Thin
87440	Little	*
87441	Little	Thin
87442	Little	Thin
87443	Lots	Thin
87444	Little	Fat
87445	Little	Thin
87446	Lots	Thin
87447	*	Thin
87448	None	Thin
87449	None	Fat
87450	None	Fat
87451	None	Thin
87452	Lots	Fat
87453	Little	Fat
87454	Little	Fat
87455	Little	Thin
87456	Lots	Thin
87457	None	Fat
87458	None	Thin
87459	Little	Fat
87460	*	Fat
87461	Little	Fat
87462	None	Fat
87463	None	Fat
87464	None	Fat
87465	*	Thin
87466	None	Fat
87467	*	Thin
87468	*	Thin
87469	Little	*
87470	None	*
87471	Little	*
87472	*	Thin
87473	None	Fat
87474	Little	Fat
87475	Little	Fat
87476	None	Fat
87477	Little	Thin
87478	Little	*
87479	Little	Fat
87480	*	Thin
87481	*	Fat
87482	None	*
87483	None	*
87484	Lots	Thin
87485	Little	Thin
87486	Lots	Thin
87487	Lots	Thin
87488	None	Fat
87489	Lots	Thin
87490	Little	*
87491	None	Fat
87492	Little	Thin
87493	Lots	Thin
87494	*	Thin
87495	None	Thin
87496	Lots	Fat
87497	None	Thin
87498	None	Fat
87499	Lots	Fat
87500	*	Thin
87501	*	Thin
87502	Lots	*
87503	*	Fat
87504	Lots	*
87505	None	Thin
87506	Little	Fat
87507	*	Fat
87508	*	Thin
87509	None	Thin
87510	None	Thin
87511	None	*
87512	None	Fat
87513	None	Thin
87514	*	Fat
87515	*	Thin
87516	Little	Thin
87517	*	Thin
87518	Lots	Thin
87519	*	*
87520	None	Fat
87521	Little	Fat
87522	None	*
87523	Lots	Thin
87524	Little	Fat
87525	None	Thin
87526	None	Thin
87527	None	Thin
87528	Little	Thin
87529	None	Fat
87530	*	Thin
87531	Lots	Fat
87532	Lots	Thin
87533	Little	Fat
87534	Lots	Thin
87535	Lots	*
87536	Lots	Thin
87537	*	Fat
87538	None	Thin
87539	*	Thin
87540	None	Fat
87541	None	Fat
87542	None	Fat
87543	Lots	Thin
87544	Lots	Thin
87545	None	Fat
87546	None	Fat
87547	None	Thin
87548	Little	Fat
87549	None	Fat
87550	Lots	*
87551	None	Fat
87552	None	Fat
87553	Little	Fat
87554	Lots	Thin
87555	Little	Thin
87556	Lots	Thin
87557	None	*
87558	*	Fat
87559	None	Thin
87560	*	*
87561	*	Thin
87562	Little	Thin
87563	Lots	Thin
87564	Lots	Thin
87565	None	*
87566	Lots	Fat
87567	Lots	Fat
87568	Lots	Fat
87569	None	Fat
87570	Little	Fat
87571	None	Thin
87572	None	Thin
87573	Little	Fat
87574	Lots	*
87575	Lots	Thin
87576	None	*
87577	Lots	Fat
87578	None	*
87579	Little	Fat
87580	*	Thin
87581	Little	*
87582	Lots	Fat
87583	None	Fat
87584	Lots	Thin
87585	None	Fat
87586	Little	*
87587	*	Thin
87588	None	Thin
87589	*	*
87590	None	Thin
87591	None	*
87592	Lots	*
87593	Lots	Thin
87594	Lots	*
87595	Lots	Fat
87596	None	Thin
87597	Lots	Thin
87598	Little	Thin
87599	None	Fat
87600	Lots	Fat
87601	None	Thin
87602	Little	*
87603	Little	Thin
87604	None	Thin
87605	Little	Thin
87606	None	Fat
87607	Little	Thin
87608	Little	Fat
87609	Little	*
87610	*	Fat
87611	None	Thin
87612	Little	Fat
87613	Little	Thin
87614	*	Fat
87615	None	*
87616	Little	Thin
87617	None	Fat
87618	None	Fat
87619	None	Thin
87620	*	Thin
87621	Little	*
87622	*	Thin
87623	*	Thin
87624	None	Fat
87625	None	Thin
87626	None	Thin
87627	Lots	*
87628	Little	Thin
87629	None	Thin
87630	None	*
87631	Lots	Thin
87632	Lots	*
87633	Little	*
87634	Lots	Thin
87635	Little	Thin
87636	None	Fat
87637	*	Thin
87638	Little	Fat
87639	*	Fat
87640	None	*
87641	Lots	*
87642	*	Thin
87643	Lots	Fat
87644	Lots	Fat
87645	Little	Fat
87646	Lots	Fat
87647	*	Thin
87648	Lots	*
87649	Lots	Thin
87650	None	Thin
87651	Little	*
87652	None	Thin
87653	Lots	Thin
87654	Lots	Thin
87655	None	Fat
87656	Little	Thin
87657	Little	Fat
87658	None	Thin
87659	Lots	Fat
87660	None	*
87661	*	*
87662	Little	Fat
87663	Little	Fat
87664	None	Fat
87665	None	Thin
87666	*	Thin
87667	Lots	Fat
87668	*	Fat
87669	*	Thin
87670	Lots	Fat
87671	*	Thin
87672	Little	Fat
87673	Little	Fat
87674	Little	Fat
87675	None	*
87676	None	Thin
87677	*	Thin
87678	Lots	Thin
87679	*	Fat
87680	*	Thin
87681	*	Thin
87682	None	Thin
87683	*	Thin
87684	None	Fat
87685	None	Fat
87686	None	Fat
87687	None	Thin
87688	Little	Fat
87689	*	*
87690	Little	*
87691	Lots	*
87692	None	Thin
87693	Little	Fat
87694	None	Fat
87695	None	Fat
87696	*	Fat
87697	Little	Fat
87698	*	Thin
87699	Little	*
87700	Lots	Thin
87701	Lots	Thin
87702	Little	Thin
87703	Little	*
87704	None	Thin
87705	Lots	Thin
87706	None	Thin
87707	None	Thin
87708	Lots	Thin
87709	None	Thin
87710	*	Fat
87711	None	Thin
87712	None	Thin
87713	None	Thin
87714	Little	Fat
87715	Lots	Fat
87716	Little	Thin
87717	None	Thin
87718	None	Thin
87719	*	*
87720	None	Thin
87721	Lots	*
87722	None	Fat
87723	None	Fat
87724	Lots	Thin
87725	*	Fat
87726	None	Thin
87727	*	*
87728	None	Thin
87729	Lots	Thin
87730	*	Fat
87731	Little	Fat
87732	None	*
87733	Lots	Thin
87734	Lots	Thin
87735	Little	Fat
87736	Little	*
87737	None	Thin
87738	Lots	Thin
87739	*	Thin
87740	None	Fat
87741	Lots	Fat
87742	Lots	Thin
87743	Lots	Thin
87744	Little	Fat
87745	Little	Thin
87746	Lots	Thin
87747	Lots	*
87748	Lots	Thin
87749	*	Thin
87750	Lots	*
87751	*	*
87752	Lots	Thin
87753	Lots	*
87754	Lots	Thin
87755	None	Thin
87756	None	Fat
87757	Little	Thin
87758	Lots	Fat
87759	Little	Fat
87760	None	Fat
87761	None	*
87762	Lots	Thin
87763	Little	Thin
87764	None	Fat
87765	Little	Fat
87766	Lots	Fat
87767	None	Fat
87768	Lots	Thin
87769	Lots	*
87770	Lots	Fat
87771	*	Fat
87772	Little	*
87773	Lots	Fat
87774	Lots	*
87775	None	Fat
87776	Little	*
87777	Little	Fat
87778	None	Fat
87779	Little	Thin
87780	None	Fat
87781	Lots	Fat
87782	*	Fat
87783	None	Fat
87784	*	*
87785	Lots	Fat
87786	None	Thin
87787	*	*
87788	Lots	Thin
87789	*	Thin
87790	Little	Fat
87791	Little	*
87792	Lots	Thin
87793	None	Fat
87794	*	Fat
87795	Lots	*
87796	None	Fat
87797	None	Fat
87798	None	Thin
87799	None	Thin
87800	Little	*
87801	None	*
87802	Lots	Thin
87803	None	Thin
87804	Lots	Fat
87805	Little	Thin
87806	Lots	*
87807	Little	Fat
87808	Lots	*
87809	None	Thin
87810	Lots	Thin
87811	Lots	Thin
87812	None	Fat
87813	Little	Fat
87814	None	Thin
87815	None	Thin
87816	Lots	Thin
87817	None	Fat
87818	Lots	Thin
87819	Little	Fat
87820	*	Fat
87821	*	*
87822	Lots	Thin
87823	Little	Thin
87824	Lots	Fat
87825	None	Fat
87826	Lots	*
87827	None	Fat
87828	Lots	Thin
87829	*	Thin
87830	Lots	Thin
87831	*	Fat
87832	None	*
87833	*	Thin
87834	None	Fat
87835	*	Thin
87836	Little	Fat
87837	Lots	Fat
87838	None	Thin
87839	Lots	Thin
87840	Little	Thin
87841	None	Fat
87842	Lots	Thin
87843	Lots	Fat
87844	*	Thin
87845	*	Fat
87846	Lots	*
87847	Lots	Thin
87848	Little	*
87849	*	Thin
87850	*	*
87851	Lots	Thin
87852	*	Fat
87853	Little	Fat
87854	None	*
87855	Little	Thin
87856	Lots	Thin
87857	Little	Thin
87858	*	Thin
87859	Lots	Fat
87860	None	Thin
87861	None	Thin
87862	*	Fat
87863	Lots	Thin
87864	Little	*
87865	*	*
87866	Lots	Fat
87867	Little	Fat
87868	None	*
87869	*	Fat
87870	Lots	Thin
87871	None	Thin
87872	Little	Thin
87873	Little	Thin
87874	*	Thin
87875	Little	*
87876	*	*
87877	Lots	Thin
87878	Little	*
87879	Lots	Thin
87880	Little	Fat
87881	Little	Fat
87882	Little	*
87883	Lots	Fat
87884	Little	Thin
87885	None	Fat
87886	None	Fat
87887	None	Fat
87888	None	*
87889	None	Fat
87890	Lots	Thin
87891	None	Thin
87892	Lots	Fat
87893	None	Thin
87894	Lots	Fat
87895	Lots	*
87896	None	Fat
87897	Little	Fat
87898	Lots	Thin
87899	*	Fat
87900	*	Fat
87901	*	*
87902	None	Thin
87903	Little	*
87904	Lots	Fat
87905	Lots	Thin
87906	*	Fat
87907	Little	Thin
87908	None	Thin
87909	*	*
87910	None	Thin
87911	None	Thin
87912	Lots	Thin
87913	Little	*
87914	None	Fat
87915	Lots	*
87916	Lots	*
87917	None	Thin
87918	*	*
87919	Little	Fat
87920	None	Thin
87921	Lots	Thin
87922	*	Thin
87923	None	*
87924	Lots	Fat
87925	Little	Thin
87926	Little	*
87927	Lots	Thin
87928	Lots	Thin
87929	*	*
87930	*	Thin
87931	*	Thin
87932	None	Fat
87933	Little	Thin
87934	*	Fat
87935	*	Thin
87936	Lots	Fat
87937	Little	Fat
87938	None	Thin
87939	None	Fat
87940	None	Thin
87941	None	*
87942	Lots	Fat
87943	*	Thin
87944	Little	*
87945	Lots	*
87946	None	*
87947	None	Thin
87948	Lots	Fat
87949	Little	Fat
87950	*	Fat
87951	None	Fat
87952	Lots	Thin
87953	*	*
87954	Little	Thin
87955	Little	Thin
87956	None	Fat
87957	*	*
87958	None	*
87959	Lots	Fat
87960	Lots	Thin
87961	None	Fat
87962	None	Thin
87963	*	Thin
87964	Little	Thin
87965	*	Fat
87966	None	*
87967	*	Thin
87968	*	Thin
87969	None	Thin
87970	Little	Thin
87971	*	Thin
87972	Lots	Thin
87973	None	Fat
87974	None	*
87975	Lots	Thin
87976	Lots	Thin
87977	Lots	*
87978	Little	Fat
87979	*	Thin
87980	Little	Thin
87981	Little	Fat
87982	None	*
87983	Little	Fat
87984	Lots	Fat
87985	Little	Thin
87986	Little	Fat
87987	Lots	Fat
87988	None	Fat
87989	None	Thin
87990	None	Thin
87991	None	*
87992	Little	Fat
87993	None	Fat
87994	None	Thin
87995	Little	Fat
87996	*	Fat
87997	Little	*
87998	*	Fat
87999	Lots	Fat
88000	None	Thin
88001	Lots	Thin
88002	Little	Thin
88003	Little	Fat
88004	None	Thin
88005	None	Thin
88006	*	*
88007	Little	Thin
88008	Lots	Thin
88009	*	Fat
88010	Little	Fat
88011	None	Fat
88012	Lots	Thin
88013	Lots	Thin
88014	*	*
88015	Lots	Thin
88016	Lots	*
88017	Little	Fat
88018	None	Fat
88019	Lots	Fat
88020	None	*
88021	Lots	Fat
88022	None	Thin
88023	Lots	Fat
88024	None	Fat
88025	None	Thin
88026	None	Thin
88027	*	Thin
88028	None	Thin
88029	*	*
88030	Lots	Thin
88031	None	Fat
88032	None	Fat
88033	None	*
88034	None	Thin
88035	Lots	Thin
88036	*	Fat
88037	Lots	*
88038	Little	*
88039	*	Thin
88040	Little	Fat
88041	Lots	Thin
88042	Lots	Thin
88043	None	Thin
88044	Little	Thin
88045	*	Fat
88046	None	*
88047	Little	Thin
88048	None	Fat
88049	Lots	Thin
88050	Little	Thin
88051	Little	Fat
88052	None	*
88053	Lots	Fat
88054	None	Fat
88055	None	Thin
88056	None	Fat
88057	Little	Thin
88058	None	Fat
88059	None	Fat
88060	None	Thin
88061	Lots	Thin
88062	*	Thin
88063	None	Thin
88064	Lots	Thin
88065	None	Thin
88066	Lots	*
88067	Lots	*
88068	Lots	*
88069	None	Thin
88070	None	Thin
88071	Little	Thin
88072	None	Fat
88073	Little	Thin
88074	*	Thin
88075	*	Fat
88076	None	*
88077	Little	Thin
88078	None	Fat
88079	Lots	Fat
88080	Little	Fat
88081	Little	Fat
88082	Lots	*
88083	Lots	Thin
88084	None	Fat
88085	Little	Fat
88086	None	Fat
88087	Little	Fat
88088	None	Thin
88089	Lots	Fat
88090	*	Thin
88091	None	Thin
88092	None	Thin
88093	None	*
88094	*	Fat
88095	Little	Thin
88096	None	Thin
88097	Little	Thin
88098	Little	Fat
88099	*	*
88100	Lots	Fat
88101	None	Thin
88102	Lots	Thin
88103	*	Thin
88104	Lots	Thin
88105	Little	Thin
88106	Little	*
88107	None	Fat
88108	Lots	*
88109	None	Thin
88110	Lots	*
88111	None	*
88112	Little	Fat
88113	Lots	Thin
88114	None	Fat
88115	Little	Thin
88116	*	*
88117	Little	Thin
88118	None	Fat
88119	*	Fat
88120	None	Thin
88121	Little	Thin
88122	None	Fat
88123	*	Fat
88124	Lots	*
88125	Little	Thin
88126	None	Fat
88127	*	Fat
88128	Little	Thin
88129	Lots	Fat
88130	None	Thin
88131	Lots	Thin
88132	None	Thin
88133	Little	Thin
88134	Lots	Thin
88135	Lots	Thin
88136	Lots	Fat
88137	Lots	Thin
88138	None	Thin
88139	None	Thin
88140	Little	Thin
88141	*	Thin
88142	Little	Fat
88143	Lots	*
88144	Little	*
88145	Lots	Fat
88146	Lots	Thin
88147	None	*
88148	Little	*
88149	None	*
88150	Lots	Thin
88151	Little	*
88152	None	*
88153	None	Thin
88154	Lots	Fat
88155	None	Thin
88156	*	Fat
88157	None	Thin
88158	*	Thin
88159	None	Fat
88160	Lots	Fat
88161	Lots	*
88162	Little	Thin
88163	Little	Fat
88164	Lots	Thin
88165	Lots	Thin
88166	Lots	Fat
88167	None	Fat
88168	*	Fat
88169	Little	Thin
88170	Lots	Thin
88171	Lots	*
88172	None	Fat
88173	Little	Fat
88174	None	Fat
88175	Lots	Fat
88176	None	Thin
88177	Lots	Fat
88178	Lots	Thin
88179	*	Thin
88180	Lots	Thin
88181	None	*
88182	*	Fat
88183	None	*
88184	Lots	Thin
88185	Little	Thin
88186	*	*
88187	*	Thin
88188	Little	Thin
88189	None	Fat
88190	None	Thin
88191	None	Thin
88192	*	Thin
88193	*	Fat
88194	Lots	Thin
88195	Lots	Thin
88196	None	Fat
88197	Lots	Thin
88198	Little	Fat
88199	*	Thin
88200	Lots	Fat
88201	Lots	*
88202	None	Thin
88203	None	Thin
88204	Lots	Thin
88205	*	*
88206	*	Thin
88207	None	Thin
88208	Little	Fat
88209	None	Fat
88210	Lots	Thin
88211	Little	Fat
88212	Little	*
88213	Lots	Fat
88214	Little	Thin
88215	Lots	Thin
88216	*	Fat
88217	None	Fat
88218	Lots	Thin
88219	*	Thin
88220	Little	Thin
88221	Little	Fat
88222	Lots	Fat
88223	None	Fat
88224	Lots	Thin
88225	None	*
88226	Little	*
88227	None	Thin
88228	*	Thin
88229	None	Fat
88230	Little	Thin
88231	*	Fat
88232	*	Thin
88233	None	Thin
88234	None	Fat
88235	Lots	*
88236	Little	Thin
88237	*	Thin
88238	None	Thin
88239	Little	Thin
88240	Little	Fat
88241	*	*
88242	Lots	Thin
88243	Lots	*
88244	Little	*
88245	Little	*
88246	Lots	Thin
88247	None	Thin
88248	*	Fat
88249	None	Fat
88250	*	Fat
88251	*	Fat
88252	*	Thin
88253	*	Thin
88254	None	Thin
88255	Little	Fat
88256	Lots	Thin
88257	None	Thin
88258	*	Thin
88259	None	Thin
88260	None	*
88261	Little	Fat
88262	Lots	Thin
88263	Lots	*
88264	*	Thin
88265	None	Fat
88266	None	Fat
88267	*	*
88268	*	Thin
88269	Lots	Thin
88270	None	Fat
88271	None	Thin
88272	Lots	Thin
88273	*	Fat
88274	Little	Thin
88275	Little	Thin
88276	*	Fat
88277	None	Thin
88278	Lots	Thin
88279	Lots	*
88280	Lots	Fat
88281	Lots	Fat
88282	Lots	*
88283	None	*
88284	None	Thin
88285	None	Fat
88286	*	Fat
88287	Lots	Thin
88288	None	Thin
88289	Little	Thin
88290	Little	Thin
88291	None	Fat
88292	Little	*
88293	Lots	Thin
88294	Little	Fat
88295	Lots	*
88296	Little	Thin
88297	Lots	Thin
88298	Little	Thin
88299	Little	Fat
88300	Lots	Thin
88301	Little	*
88302	Little	Thin
88303	Lots	Thin
88304	None	Fat
88305	Little	Fat
88306	*	Thin
88307	*	Thin
88308	Lots	Thin
88309	None	Thin
88310	Lots	Thin
88311	Little	Fat
88312	Little	Fat
88313	None	Thin
88314	Lots	*
88315	None	Thin
88316	Little	Thin
88317	*	Fat
88318	Little	Fat
88319	Little	Fat
88320	None	Fat
88321	Lots	Thin
88322	Little	*
88323	Lots	Thin
88324	Lots	Fat
88325	None	Thin
88326	None	*
88327	Little	*
88328	None	Thin
88329	Lots	Thin
88330	*	Thin
88331	*	Thin
88332	*	Fat
88333	Lots	Thin
88334	Lots	Fat
88335	Little	*
88336	None	*
88337	*	*
88338	None	Thin
88339	*	Fat
88340	Lots	*
88341	None	*
88342	None	Fat
88343	*	Thin
88344	Little	Thin
88345	None	Fat
88346	Lots	Thin
88347	Little	*
88348	None	Fat
88349	*	Fat
88350	None	Thin
88351	None	Fat
88352	None	Thin
88353	Little	*
88354	None	Thin
88355	Lots	Thin
88356	None	Thin
88357	Little	Thin
88358	None	Fat
88359	Little	Thin
88360	Little	Fat
88361	*	Fat
88362	*	Fat
88363	*	Thin
88364	Little	Thin
88365	*	Thin
88366	Lots	Thin
88367	None	Thin
88368	None	*
88369	None	Fat
88370	None	Thin
88371	Little	Fat
88372	Lots	Thin
88373	Lots	Thin
88374	Little	Thin
88375	Little	Thin
88376	None	*
88377	Little	Fat
88378	Little	Thin
88379	Little	*
88380	None	*
88381	None	Thin
88382	Little	Fat
88383	*	Thin
88384	None	Thin
88385	*	Thin
88386	None	Thin
88387	*	*
88388	Lots	Thin
88389	*	Fat
88390	Little	Thin
88391	Little	*
88392	*	Fat
88393	Little	Thin
88394	Lots	Thin
88395	Lots	Thin
88396	None	Fat
88397	*	Fat
88398	Lots	Fat
88399	Lots	Thin
88400	*	Thin
88401	*	Thin
88402	*	Fat
88403	*	Fat
88404	Lots	Thin
88405	None	Fat
88406	None	Thin
88407	None	Thin
88408	Lots	Thin
88409	*	Thin
88410	*	Fat
88411	Lots	*
88412	Little	Fat
88413	*	*
88414	Lots	Thin
88415	None	Fat
88416	Lots	Fat
88417	Little	Fat
88418	Lots	*
88419	None	Thin
88420	Lots	*
88421	Lots	Thin
88422	Lots	Thin
88423	None	Thin
88424	Lots	Fat
88425	None	Fat
88426	*	Fat
88427	None	Thin
88428	Lots	*
88429	*	Thin
88430	Lots	*
88431	None	Thin
88432	*	Fat
88433	*	Fat
88434	Little	Thin
88435	None	*
88436	None	Thin
88437	*	Fat
88438	None	Thin
88439	None	Fat
88440	None	Thin
88441	Lots	Fat
88442	Lots	Thin
88443	None	Thin
88444	Lots	Thin
88445	*	Fat
88446	Lots	Thin
88447	Little	Fat
88448	Little	Fat
88449	Little	*
88450	Lots	Thin
88451	None	Thin
88452	None	Thin
88453	Lots	Fat
88454	*	Fat
88455	Little	Fat
88456	*	*
88457	None	*
88458	*	Fat
88459	None	*
88460	*	Thin
88461	Little	Thin
88462	None	Thin
88463	None	Thin
88464	Little	Thin
88465	Lots	Thin
88466	Lots	Thin
88467	None	Thin
88468	None	Thin
88469	None	Fat
88470	Little	Fat
88471	Little	Fat
88472	None	Fat
88473	Lots	Fat
88474	Lots	*
88475	*	Fat
88476	None	Thin
88477	*	Thin
88478	None	Fat
88479	None	Fat
88480	Lots	Fat
88481	Lots	*
88482	Lots	Thin
88483	None	*
88484	None	Thin
88485	Little	Fat
88486	*	Fat
88487	Lots	Fat
88488	Lots	Thin
88489	*	Thin
88490	Little	*
88491	Little	Fat
88492	None	Thin
88493	Lots	Thin
88494	Little	Thin
88495	Lots	Thin
88496	Lots	Thin
88497	Lots	*
88498	Lots	Thin
88499	Lots	*
88500	Little	Fat
88501	None	Thin
88502	*	Thin
88503	Little	*
88504	Lots	Thin
88505	Little	Fat
88506	None	*
88507	Lots	Fat
88508	Lots	Thin
88509	*	*
88510	Little	Fat
88511	*	Fat
88512	None	Thin
88513	*	Fat
88514	*	Thin
88515	*	Thin
88516	Lots	Thin
88517	Lots	Thin
88518	Little	*
88519	Little	Thin
88520	Little	Fat
88521	Lots	Thin
88522	Little	*
88523	None	Fat
88524	Lots	Fat
88525	Lots	Thin
88526	Little	Fat
88527	*	*
88528	Lots	Thin
88529	*	*
88530	None	Thin
88531	None	Thin
88532	Little	Fat
88533	*	Fat
88534	*	Thin
88535	Little	*
88536	*	*
88537	*	Fat
88538	Lots	Thin
88539	Lots	Thin
88540	None	Thin
88541	None	Fat
88542	Little	Fat
88543	None	Fat
88544	*	*
88545	None	Thin
88546	None	Thin
88547	None	Thin
88548	Little	Fat
88549	*	Thin
88550	*	Thin
88551	None	*
88552	None	Fat
88553	*	Fat
88554	Little	Thin
88555	Little	*
88556	None	Thin
88557	Lots	Thin
88558	None	Thin
88559	None	Fat
88560	None	*
88561	*	Thin
88562	*	Fat
88563	Little	Fat
88564	*	Fat
88565	Lots	*
88566	None	*
88567	Little	Fat
88568	*	Thin
88569	*	*
88570	Little	Fat
88571	Lots	Thin
88572	None	Thin
88573	Lots	Fat
88574	None	Thin
88575	Lots	Thin
88576	None	*
88577	*	*
88578	None	Fat
88579	None	Thin
88580	Lots	Thin
88581	Lots	Thin
88582	Little	Thin
88583	Lots	Thin
88584	*	Fat
88585	None	Thin
88586	None	Thin
88587	None	Thin
88588	None	Fat
88589	None	Fat
88590	Little	Thin
88591	Little	*
88592	*	*
88593	None	Thin
88594	Lots	Thin
88595	Little	Fat
88596	*	Thin
88597	None	Fat
88598	Lots	*
88599	Lots	Fat
88600	Lots	Fat
88601	*	Thin
88602	*	Thin
88603	*	Thin
88604	None	Fat
88605	Little	Thin
88606	Little	Fat
88607	Little	*
88608	*	Thin
88609	*	*
88610	Little	*
88611	*	Thin
88612	Little	*
88613	None	Thin
88614	Little	Thin
88615	None	Thin
88616	None	Thin
88617	None	Fat
88618	Lots	Thin
88619	Lots	Fat
88620	Little	Thin
88621	None	Thin
88622	*	Thin
88623	None	*
88624	None	Fat
88625	Lots	*
88626	Lots	Fat
88627	Lots	Thin
88628	*	Thin
88629	*	Thin
88630	*	Thin
88631	*	Thin
88632	Little	Fat
88633	Little	Thin
88634	Lots	Thin
88635	None	Fat
88636	*	Thin
88637	Little	Fat
88638	*	Thin
88639	None	Fat
88640	*	Fat
88641	None	Fat
88642	None	Thin
88643	*	*
88644	Little	Fat
88645	Lots	Thin
88646	Little	Fat
88647	Lots	Fat
88648	None	Fat
88649	*	*
88650	Lots	Thin
88651	None	Fat
88652	Little	Thin
88653	None	Thin
88654	None	*
88655	Little	Thin
88656	Lots	Thin
88657	None	Thin
88658	*	Fat
88659	Little	*
88660	None	*
88661	None	Fat
88662	None	*
